seed,cam1,cam2,cam3,cam4,cam5,cam6,cam7,cam8,cam9,cam10,cam11,cam12,cam13,cam14,cam15,cam16,cam17,cam18,cam19,cam20,cam21,cam22,cam23,cam24,cam25,cam26,cam27,cam28,cam29,cam30,cam31,cam32,sim_duration,avg_travel_time,vehicles_spawned,tier1,tier2,tier3,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
479516,34,25,7,44,34,6,33,7,33,33,36,13,8,17,50,23,27,47,12,7,28,5,3,11,46,0,2,26,6,14,14,49,145.4,22.71,700,1.07,1.31,0.64,4.04,3.5,2.42,4.64,4.04,2.36,3.98,2.42,3.98,3.98,4.16,2.78,2.48,3.02,5.0,3.38
792436,31,14,18,25,33,33,6,39,0,39,9,33,40,43,25,41,5,17,40,5,20,19,2,3,39,1,27,38,46,17,40,19,147.46,25.58,767,0.7,1.34,1.11,3.86,2.84,3.08,3.5,3.98,3.98,2.36,4.34,2.0,4.34,2.54,3.98,4.4,4.58,3.5,4.46
479378,12,2,32,19,11,2,10,5,18,32,41,39,42,16,22,12,42,45,50,21,20,40,15,46,47,40,21,4,38,23,21,4,127.07,26.09,792,1.46,0.56,1.21,2.72,2.12,3.92,3.14,2.66,2.12,2.6,2.3,3.08,3.92,4.46,4.34,4.52,2.96,3.32,2.72
435009,3,5,4,17,26,44,12,45,4,47,10,48,26,14,40,5,44,21,39,43,13,49,6,8,35,9,14,8,47,14,32,37,125.68,24.76,769,0.64,0.85,1.14,2.18,2.3,2.24,3.02,3.56,4.64,2.72,4.7,2.24,4.82,2.6,4.88,3.56,2.84,4.4,2.3
645373,23,9,27,27,15,33,32,40,32,41,21,7,6,35,21,29,16,23,9,17,46,38,43,16,29,17,15,26,8,46,48,30,144.25,27.09,825,0.66,1.1,0.68,3.38,2.54,3.62,3.62,2.9,3.98,3.92,4.4,3.92,4.46,3.26,2.42,2.36,4.1,3.26,3.74
598038,17,2,4,17,8,16,32,32,39,12,23,50,23,20,45,18,19,13,43,20,22,11,18,10,25,23,46,36,18,8,24,18,109.99,22.71,712,0.88,1.05,0.59,3.02,2.12,2.24,3.02,2.48,2.96,3.92,3.92,4.34,2.72,3.38,5.0,3.38,3.2,4.7,3.08
909345,5,14,39,1,46,15,23,30,39,17,6,8,6,7,8,23,44,23,39,34,32,10,18,30,2,47,21,26,28,3,5,43,159.89,23.13,692,1.27,0.69,0.55,2.3,2.84,4.34,2.06,4.76,2.9,3.38,3.8,4.34,3.02,2.36,2.48,2.36,2.42,2.48,3.38
802217,22,4,15,13,32,16,8,36,14,24,33,5,8,16,12,20,14,4,7,13,6,32,1,0,18,8,45,49,11,10,0,13,106.14,17.63,509,0.6,1.17,0.86,3.32,2.24,2.9,2.78,3.92,2.96,2.48,4.16,2.84,3.44,3.98,2.3,2.48,2.96,2.72,3.2
701052,8,0,31,0,6,39,11,39,48,30,17,1,23,30,35,43,21,50,45,23,25,2,48,11,39,14,16,26,32,16,31,8,125.56,24.3,768,0.92,0.78,0.67,2.48,2.0,3.86,2.0,2.36,4.34,2.66,4.34,4.88,3.8,3.02,2.06,3.38,3.8,4.1,4.58
290026,25,45,10,11,9,40,48,28,5,37,23,9,21,25,9,40,13,6,35,35,43,39,40,21,39,35,31,45,42,19,16,20,154.2,27.24,864,0.79,1.32,1.45,3.5,4.7,2.6,2.66,2.54,4.4,4.88,3.68,2.3,4.22,3.38,2.54,3.26,3.5,2.54,4.4
162999,37,17,3,46,30,1,9,20,24,28,20,50,33,42,32,9,22,34,7,48,37,35,29,42,24,44,1,2,8,25,38,16,109.47,26.95,813,0.66,0.94,1.03,4.22,3.02,2.18,4.76,3.8,2.06,2.54,3.2,3.44,3.68,3.2,5.0,3.98,4.52,3.92,2.54
247401,30,47,34,46,27,13,39,39,27,21,3,29,12,50,16,37,9,19,29,47,35,0,23,1,10,31,44,15,40,15,20,33,81.12,27.84,841,0.95,0.92,1.44,3.8,4.82,4.04,4.76,3.62,2.78,4.34,4.34,3.62,3.26,2.18,3.74,2.72,5.0,2.96,4.22
778468,26,12,29,32,19,3,50,29,29,39,28,28,41,4,38,21,40,23,19,16,41,47,35,18,4,11,36,36,42,7,14,23,140.24,28.25,840,1.09,1.39,1.15,3.56,2.72,3.74,3.92,3.14,2.18,5.0,3.74,3.74,4.34,3.68,3.68,4.46,2.24,4.28,3.26
620077,20,1,45,4,7,41,30,13,1,44,28,45,19,50,18,38,36,40,42,40,49,34,49,32,0,23,43,0,34,48,32,18,138.01,29.02,924,0.95,1.5,0.77,3.2,2.06,4.7,2.24,2.42,4.46,3.8,2.78,2.06,4.64,3.68,4.7,3.14,5.0,3.08,4.28
178527,17,17,4,39,31,34,44,20,31,24,41,48,5,10,26,1,36,16,11,9,47,0,2,32,47,30,41,6,47,42,29,12,153.76,26.47,799,1.01,1.1,1.0,3.02,3.02,2.24,4.34,3.86,4.04,4.64,3.2,3.86,3.44,4.46,4.88,2.3,2.6,3.56,2.06
57094,14,32,49,25,35,24,8,25,16,1,40,21,22,37,14,29,38,34,34,1,15,12,26,6,42,48,8,40,49,39,48,33,115.37,28.09,865,0.51,1.35,0.72,2.84,3.92,4.94,3.5,4.1,3.44,2.48,3.5,2.96,2.06,4.4,3.26,3.32,4.22,2.84,3.74
18938,47,39,47,40,40,43,26,27,16,4,49,14,39,17,41,32,7,43,5,28,47,47,5,0,17,31,34,6,27,40,23,11,119.57,28.07,892,0.89,1.25,0.99,4.82,4.34,4.82,4.4,4.4,4.58,3.56,3.62,2.96,2.24,4.94,2.84,4.34,3.02,4.46,3.92
961698,39,40,22,1,47,26,48,28,28,32,32,36,16,3,38,11,22,26,47,32,9,36,49,50,5,48,32,13,40,41,48,23,131.93,31.32,968,0.87,1.45,1.41,4.34,4.4,3.32,2.06,4.82,3.56,4.88,3.68,3.68,3.92,3.92,4.16,2.96,2.18,4.28,2.66
87746,13,40,45,50,47,48,5,11,6,3,39,44,3,19,49,9,5,5,43,28,37,48,8,48,6,1,1,22,46,33,5,31,99.25,26.87,798,0.81,0.59,1.03,2.78,4.4,4.7,5.0,4.82,4.88,2.3,2.66,2.36,2.18,4.34,4.64,2.18,3.14,4.94,2.54
40526,41,28,24,34,50,28,8,12,46,26,32,20,6,19,29,2,34,22,7,19,3,34,34,39,13,37,39,30,13,24,47,26,128.24,27.38,826,1.08,1.1,0.95,4.46,3.68,3.44,4.04,5.0,3.68,2.48,2.72,4.76,3.56,3.92,3.2,2.36,3.14,3.74,2.12
974584,31,7,29,0,11,25,35,39,20,50,13,29,21,43,6,37,40,7,24,44,29,48,28,29,15,6,6,12,34,24,24,40,140.83,26.22,806,1.14,0.6,1.2,3.86,2.42,3.74,2.0,2.66,3.5,4.1,4.34,3.2,5.0,2.78,3.74,3.26,4.58,2.36,4.22
503556,0,4,45,1,30,41,30,1,24,30,20,16,39,2,33,2,49,16,13,6,11,37,50,40,32,9,21,47,17,48,4,28,94.1,24.5,746,0.55,0.95,0.56,2.0,2.24,4.7,2.06,3.8,4.46,3.8,2.06,3.44,3.8,3.2,2.96,4.34,2.12,3.98,2.12
432161,23,43,50,24,16,47,2,47,24,2,24,3,2,37,16,44,48,36,15,11,40,15,10,44,34,26,37,15,26,49,23,12,121.03,27.79,845,1.42,0.93,1.42,3.38,4.58,5.0,3.44,2.96,4.82,2.12,4.82,3.44,2.12,3.44,2.18,2.12,4.22,2.96,4.64
555376,14,30,15,28,32,41,2,22,49,32,32,47,4,23,32,18,18,18,39,45,45,15,46,10,23,10,39,19,44,40,35,0,122.46,27.21,867,0.8,1.31,0.72,2.84,3.8,2.9,3.68,3.92,4.46,2.12,3.32,4.94,3.92,3.92,4.82,2.24,3.38,3.92,3.08
663908,14,22,38,1,6,49,17,27,26,30,19,13,39,14,6,37,19,26,46,7,1,2,25,16,9,48,40,22,13,43,13,41,126.62,22.98,729,0.63,0.95,0.55,2.84,3.32,4.28,2.06,2.36,4.94,3.02,3.62,3.56,3.8,3.14,2.78,4.34,2.84,2.36,4.22
76343,33,4,22,22,10,38,37,4,33,5,15,8,44,49,30,19,15,25,41,38,47,1,1,7,7,15,38,23,19,35,46,6,81.24,24.85,737,0.57,0.87,0.72,3.98,2.24,3.32,3.32,2.6,4.28,4.22,2.24,3.98,2.3,2.9,2.48,4.64,4.94,3.8,3.14
969503,9,46,41,4,17,31,38,31,8,32,39,32,14,4,30,1,4,50,25,50,17,8,45,31,9,0,48,20,45,4,31,9,90.41,25.32,773,0.58,1.41,0.58,2.54,4.76,4.46,2.24,3.02,3.86,4.28,3.86,2.48,3.92,4.34,3.92,2.84,2.24,3.8,2.06
621983,48,7,30,9,14,34,29,24,36,42,3,10,28,4,19,1,24,17,50,29,13,27,30,10,45,26,11,43,33,36,12,3,130.06,24.1,747,0.97,1.01,1.25,4.88,2.42,3.8,2.54,2.84,4.04,3.74,3.44,4.16,4.52,2.18,2.6,3.68,2.24,3.14,2.06
621581,50,0,2,17,35,46,48,14,30,42,11,6,14,1,15,1,27,23,2,35,47,3,41,9,25,29,37,22,35,44,0,5,137.44,23.87,716,0.57,1.21,0.63,5.0,2.0,2.12,3.02,4.1,4.76,4.88,2.84,3.8,4.52,2.66,2.36,2.84,2.06,2.9,2.06
63337,40,25,31,29,17,23,36,45,6,50,43,14,33,13,31,46,35,41,40,4,40,14,12,46,36,30,12,18,47,24,48,5,144.53,30.93,934,0.79,1.14,1.36,4.4,3.5,3.86,3.74,3.02,3.38,4.16,4.7,2.36,5.0,4.58,2.84,3.98,2.78,3.86,4.76
280629,40,25,47,12,40,2,27,31,2,24,8,33,21,32,15,20,48,39,32,50,49,20,45,36,28,48,34,39,9,36,10,15,150.26,29.77,917,0.59,0.65,1.04,4.4,3.5,4.82,2.72,4.4,2.12,3.62,3.86,2.12,3.44,2.48,3.98,3.26,3.92,2.9,3.2
180819,49,24,42,26,49,48,22,35,4,37,37,41,27,29,18,45,41,6,25,36,40,48,16,12,17,11,37,39,33,20,37,44,140.1,32.05,995,1.06,0.86,1.17,4.94,3.44,4.52,3.56,4.94,4.88,3.32,4.1,2.24,4.22,4.22,4.46,3.62,3.74,3.08,4.7
625258,4,17,45,12,14,37,22,9,28,20,2,36,48,37,42,4,38,0,32,33,50,0,9,15,41,33,18,47,36,38,47,15,146.78,26.06,829,1.39,1.25,0.77,2.24,3.02,4.7,2.72,2.84,4.22,3.32,2.54,3.68,3.2,2.12,4.16,4.88,4.22,4.52,2.24
494313,26,13,42,13,9,37,0,5,16,36,20,48,20,14,20,9,22,14,44,13,12,12,24,18,45,8,48,43,24,20,18,22,103.25,24.33,715,1.03,0.57,0.59,3.56,2.78,4.52,2.78,2.54,4.22,2.0,2.3,2.96,4.16,3.2,4.88,3.2,2.84,3.2,2.54
177266,36,22,30,27,27,29,20,38,35,33,19,5,12,9,14,43,23,44,20,24,39,42,45,8,15,29,19,4,22,32,35,21,143.26,25.96,821,1.28,0.64,0.77,4.16,3.32,3.8,3.62,3.62,3.74,3.2,4.28,4.1,3.98,3.14,2.3,2.72,2.54,2.84,4.58
419801,24,31,4,35,41,23,8,25,3,13,27,50,3,14,13,46,27,50,20,21,2,28,28,46,48,18,36,23,36,32,12,9,126.89,25.87,796,1.44,0.98,0.94,3.44,3.86,2.24,4.1,4.46,3.38,2.48,3.5,2.18,2.78,3.62,5.0,2.18,2.84,2.78,4.76
210526,16,5,5,26,48,7,20,27,22,2,9,19,28,21,39,49,7,6,26,17,24,12,28,39,48,0,39,22,39,28,5,25,81.42,24.03,708,1.13,0.56,1.4,2.96,2.3,2.3,3.56,4.88,2.42,3.2,3.62,3.32,2.12,2.54,3.14,3.68,3.26,4.34,4.94
811929,22,37,32,1,18,2,43,11,16,41,0,3,22,9,17,48,33,50,12,15,40,25,49,27,21,5,31,3,5,24,25,4,145.55,23.32,691,1.26,1.0,1.37,3.32,4.22,3.92,2.06,3.08,2.12,4.58,2.66,2.96,4.46,2.0,2.18,3.32,2.54,3.02,4.88
118879,43,31,9,3,37,0,24,27,22,1,37,38,25,46,4,25,23,25,34,43,5,0,41,11,26,45,50,8,44,23,7,8,151.67,25.44,765,0.74,0.69,1.33,4.58,3.86,2.54,2.18,4.22,2.0,3.44,3.62,3.32,2.06,4.22,4.28,3.5,4.76,2.24,3.5
130192,48,12,19,29,16,21,20,26,3,41,0,3,29,9,50,46,1,14,13,26,10,8,34,20,32,27,35,11,23,7,32,23,102.9,22.09,688,1.39,1.27,0.55,4.88,2.72,3.14,3.74,2.96,3.26,3.2,3.56,2.18,4.46,2.0,2.18,3.74,2.54,5.0,4.76
165115,27,22,42,19,3,20,24,13,17,26,44,22,39,38,17,34,4,16,31,33,13,22,34,39,2,43,45,43,48,44,47,37,157.18,30.23,908,0.84,0.7,1.31,3.62,3.32,4.52,3.14,2.18,3.2,3.44,2.78,3.02,3.56,4.64,3.32,4.34,4.28,3.02,4.04
349851,13,44,11,2,22,12,26,41,26,36,33,42,9,49,20,16,0,20,26,33,20,4,47,37,45,5,6,2,20,5,40,19,159.43,24.45,731,1.3,1.38,1.17,2.78,4.64,2.66,2.12,3.32,2.72,3.56,4.46,3.56,4.16,3.98,4.52,2.54,4.94,3.2,2.96
891935,11,21,24,31,47,36,45,20,48,25,38,6,48,24,26,39,32,48,42,0,24,37,29,47,4,9,26,25,27,12,34,40,106.01,29.96,925,0.74,1.2,0.67,2.66,3.26,3.44,3.86,4.82,4.16,4.7,3.2,4.88,3.5,4.28,2.36,4.88,3.44,3.56,4.34
289219,17,35,28,3,17,12,9,11,15,38,32,4,2,10,28,8,19,6,23,30,50,47,21,19,29,2,41,4,41,17,25,47,131.15,22.64,690,0.56,0.71,0.72,3.02,4.1,3.68,2.18,3.02,2.72,2.54,2.66,2.9,4.28,3.92,2.24,2.12,2.6,3.68,2.48
500326,38,46,48,30,34,14,2,2,0,43,0,10,42,15,41,42,46,28,36,24,8,34,5,23,43,23,42,48,26,39,0,45,158.66,28.26,877,1.08,1.25,1.1,4.28,4.76,4.88,3.8,4.04,2.84,2.12,2.12,2.0,4.58,2.0,2.6,4.52,2.9,4.46,4.52
826671,2,1,6,8,38,36,4,2,41,45,45,29,19,19,11,2,28,45,34,6,50,47,47,15,15,16,34,26,0,40,48,28,113.01,24.7,787,1.09,0.72,1.42,2.12,2.06,2.36,2.48,4.28,4.16,2.24,2.12,4.46,4.7,4.7,3.74,3.14,3.14,2.66,2.12
892742,24,5,0,26,9,21,22,44,46,15,25,48,28,21,27,39,23,46,15,30,27,45,5,30,28,11,28,18,13,21,40,16,107.98,25.74,796,0.71,1.3,1.17,3.44,2.3,2.0,3.56,2.54,3.26,3.32,4.64,4.76,2.9,3.5,4.88,3.68,3.26,3.62,4.34
32334,11,4,39,50,29,4,35,19,42,34,34,43,34,32,35,22,19,6,6,2,47,14,9,34,7,44,25,29,20,19,11,44,87.61,26.47,803,0.51,1.32,0.95,2.66,2.24,4.34,5.0,3.74,2.24,4.1,3.14,4.52,4.04,4.04,4.58,4.04,3.92,4.1,3.32
409713,39,22,42,34,7,13,15,50,7,14,43,48,49,16,46,45,36,3,49,12,42,16,3,50,12,28,49,9,30,5,4,43,103.6,28.4,881,1.32,0.94,0.71,4.34,3.32,4.52,4.04,2.42,2.78,2.9,5.0,2.42,2.84,4.58,4.88,4.94,2.96,4.76,4.7
331190,44,19,10,46,7,15,26,43,15,24,47,26,10,3,25,23,8,32,17,6,10,26,6,1,29,5,7,1,5,15,7,0,141.52,18.13,558,1.03,0.63,0.85,4.64,3.14,2.6,4.76,2.42,2.9,3.56,4.58,2.9,3.44,4.82,3.56,2.6,2.18,3.5,3.38
954009,2,47,4,10,15,6,32,11,48,11,19,38,26,23,10,23,37,13,28,37,26,12,40,10,39,2,9,36,40,39,48,1,94.73,25.02,742,1.31,1.39,0.57,2.12,4.82,2.24,2.6,2.9,2.36,3.92,2.66,4.88,2.66,3.14,4.28,3.56,3.38,2.6,3.38
914422,41,23,42,45,46,38,36,48,33,36,9,29,19,9,45,38,49,25,7,10,34,3,50,47,31,40,23,0,47,31,22,42,146.56,33.12,998,1.34,0.83,0.77,4.46,3.38,4.52,4.7,4.76,4.28,4.16,4.88,3.98,4.16,2.54,3.74,3.14,2.54,4.7,4.28
123855,32,29,19,42,18,31,14,12,34,13,32,48,28,40,9,25,19,38,0,11,12,22,13,12,35,5,33,34,11,0,22,26,152.32,23.49,719,1.25,0.86,1.09,3.92,3.74,3.14,4.52,3.08,3.86,2.84,2.72,4.04,2.78,3.92,4.88,3.68,4.4,2.54,3.5
860067,25,0,10,36,11,11,11,45,20,4,30,41,34,30,8,15,2,23,30,39,35,12,37,26,42,2,21,0,8,12,2,35,91.05,21.13,657,1.09,0.59,0.8,3.5,2.0,2.6,4.16,2.66,2.66,2.66,4.7,3.2,2.24,3.8,4.46,4.04,3.8,2.48,2.9
695941,5,47,45,49,6,8,14,13,29,23,50,43,19,30,47,29,4,3,5,40,50,44,38,37,32,5,18,46,8,5,18,7,106.96,26.66,817,0.92,1.0,0.79,2.3,4.82,4.7,4.94,2.36,2.48,2.84,2.78,3.74,3.38,5.0,4.58,3.14,3.8,4.82,3.74
832821,48,20,37,45,5,10,17,37,39,6,3,43,37,34,0,34,29,45,14,11,17,20,16,36,35,46,5,23,45,19,24,6,149.11,26.58,806,1.11,0.62,1.06,4.88,3.2,4.22,4.7,2.3,2.6,3.02,4.22,4.34,2.36,2.18,4.58,4.22,4.04,2.0,4.04
572115,2,5,26,40,26,17,48,50,1,19,18,49,3,48,19,25,19,0,25,8,36,31,42,42,1,49,5,26,17,9,20,15,91.16,24.62,741,1.27,1.25,0.68,2.12,2.3,3.56,4.4,3.56,3.02,4.88,5.0,2.06,3.14,3.08,4.94,2.18,4.88,3.14,3.5
992252,42,14,2,28,10,9,35,23,23,28,13,10,0,26,26,15,36,24,28,27,35,16,19,21,34,20,30,37,38,19,27,0,82.83,23.83,715,0.85,0.56,0.6,4.52,2.84,2.12,3.68,2.6,2.54,4.1,3.38,3.38,3.68,2.78,2.6,2.0,3.56,3.56,2.9
288527,22,30,14,14,36,39,18,39,7,38,36,40,4,15,3,3,24,32,20,32,7,26,25,14,18,27,0,28,2,36,35,8,117.11,23.4,692,1.04,1.12,1.17,3.32,3.8,2.84,2.84,4.16,4.34,3.08,4.34,2.42,4.28,4.16,4.4,2.24,2.9,2.18,2.18
27437,42,2,33,12,3,11,49,27,6,5,50,2,14,19,9,43,34,49,27,5,38,26,36,49,50,31,9,6,4,4,32,45,107.07,26.12,772,1.33,1.17,1.04,4.52,2.12,3.98,2.72,2.18,2.66,4.94,3.62,2.36,2.3,5.0,2.12,2.84,3.14,2.54,4.58
26833,24,18,47,49,0,16,39,36,25,12,6,3,16,20,32,42,26,12,26,28,32,45,49,29,17,27,21,35,26,27,28,0,97.94,26.48,813,1.13,1.28,0.53,3.44,3.08,4.82,4.94,2.0,2.96,4.34,4.16,3.5,2.72,2.36,2.18,2.96,3.2,3.92,4.52
693920,7,2,13,33,16,25,20,15,27,27,27,21,43,26,20,44,11,21,30,28,11,40,21,43,50,47,11,24,43,44,35,34,111.49,27.98,859,1.43,0.97,0.67,2.42,2.12,2.78,3.98,2.96,3.5,3.2,2.9,3.62,3.62,3.62,3.26,4.58,3.56,3.2,4.64
947251,4,50,43,36,21,26,18,36,34,4,20,24,30,13,22,8,11,9,16,37,12,31,42,26,39,18,1,43,21,47,42,17,158.5,25.67,801,1.2,1.2,1.44,2.24,5.0,4.58,4.16,3.26,3.56,3.08,4.16,4.04,2.24,3.2,3.44,3.8,2.78,3.32,2.48
658423,24,29,0,5,0,43,25,46,40,38,43,21,37,31,8,16,21,17,19,38,12,49,22,23,19,11,21,42,38,36,6,17,120.55,25.03,797,0.76,0.84,0.92,3.44,3.74,2.0,2.3,2.0,4.58,3.5,4.76,4.4,4.28,4.58,3.26,4.22,3.86,2.48,2.96
343145,19,36,16,13,24,15,22,17,14,10,16,46,18,15,49,33,36,5,10,38,15,48,39,36,38,2,48,45,4,24,26,17,108.58,25.12,794,1.24,1.01,0.91,3.14,4.16,2.96,2.78,3.44,2.9,3.32,3.02,2.84,2.6,2.96,4.76,3.08,2.9,4.94,3.98
33176,29,24,25,12,18,24,45,1,29,16,17,50,20,3,7,19,47,27,47,24,18,30,32,33,14,42,3,10,43,24,45,46,117.2,26.12,824,0.57,0.56,1.15,3.74,3.44,3.5,2.72,3.08,3.44,4.7,2.06,3.74,2.96,3.02,5.0,3.2,2.18,2.42,3.14
442152,14,46,2,0,19,46,49,11,9,15,42,25,35,7,28,27,43,44,14,20,10,49,8,48,26,44,26,35,29,5,42,32,100.68,28.11,850,0.63,0.66,0.68,2.84,4.76,2.12,2.0,3.14,4.76,4.94,2.66,2.54,2.9,4.52,3.5,4.1,2.42,3.68,3.62
719659,11,27,29,11,17,28,15,38,7,31,15,4,33,0,40,17,20,23,16,36,48,33,12,35,3,28,28,42,41,35,42,32,87.83,25.95,797,0.61,0.91,1.26,2.66,3.62,3.74,2.66,3.02,3.68,2.9,4.28,2.42,3.86,2.9,2.24,3.98,2.0,4.4,3.02
182790,11,26,17,31,11,31,21,33,17,22,3,46,15,44,5,50,50,42,15,35,27,27,19,12,3,44,19,22,48,44,5,41,140.36,27.74,836,0.53,1.38,0.77,2.66,3.56,3.02,3.86,2.66,3.86,3.26,3.98,3.02,3.32,2.18,4.76,2.9,4.64,2.3,5.0
533911,24,33,30,36,9,14,9,25,38,6,36,3,18,23,25,12,23,43,29,22,16,21,35,18,0,40,13,9,22,36,36,49,85.98,25.28,753,0.98,1.28,1.47,3.44,3.98,3.8,4.16,2.54,2.84,2.54,3.5,4.28,2.36,4.16,2.18,3.08,3.38,3.5,2.72
215928,16,13,35,10,48,47,42,21,21,28,47,0,18,6,31,22,12,41,43,32,39,12,29,16,46,17,31,17,49,7,2,42,95.24,27.31,840,1.39,1.14,0.56,2.96,2.78,4.1,2.6,4.88,4.82,4.52,3.26,3.26,3.68,4.82,2.0,3.08,2.36,3.86,3.32
885765,10,48,35,36,13,3,31,48,3,0,32,37,35,34,38,26,34,38,15,24,0,27,42,42,4,37,19,4,12,27,21,24,104.38,26.2,799,0.82,0.78,0.83,2.6,4.88,4.1,4.16,2.78,2.18,3.86,4.88,2.18,2.0,3.92,4.22,4.1,4.04,4.28,3.56
604557,25,8,47,19,23,7,42,33,47,44,28,3,16,8,50,5,48,16,17,28,50,37,10,26,3,12,11,49,9,36,42,35,111.68,26.67,834,0.89,1.38,1.37,3.5,2.48,4.82,3.14,3.38,2.42,4.52,3.98,4.82,4.64,3.68,2.18,2.96,2.48,5.0,2.3
675714,32,30,37,35,39,5,33,28,39,25,21,8,19,14,28,11,32,42,6,30,13,22,28,5,27,44,5,46,34,27,9,19,151.77,26.1,793,0.68,0.6,0.67,3.92,3.8,4.22,4.1,4.34,2.3,3.98,3.68,4.34,3.5,3.26,2.48,3.14,2.84,3.68,2.66
106262,32,34,9,14,23,17,25,2,37,44,27,35,45,47,30,47,47,18,15,10,25,0,3,5,24,6,0,8,0,5,27,8,109.03,22.81,669,0.85,0.5,0.61,3.92,4.04,2.54,2.84,3.38,3.02,3.5,2.12,4.22,4.64,3.62,4.1,4.7,4.82,3.8,4.82
677069,34,46,8,24,48,50,50,8,7,45,4,5,37,43,43,32,25,37,4,40,31,12,13,44,24,26,35,2,50,28,34,4,112.88,28.11,893,0.98,1.38,1.28,4.04,4.76,2.48,3.44,4.88,5.0,5.0,2.48,2.42,4.7,2.24,2.3,4.22,4.58,4.58,3.92
662714,28,24,32,41,31,36,36,13,47,29,0,13,36,28,31,9,42,45,26,39,33,15,37,19,45,45,8,29,49,8,3,15,136.81,29.66,892,1.26,0.7,1.11,3.68,3.44,3.92,4.46,3.86,4.16,4.16,2.78,4.82,3.74,2.0,2.78,4.16,3.68,3.86,2.54
509888,22,14,22,49,25,16,34,49,50,5,47,21,41,11,3,36,33,28,0,17,29,43,37,22,0,12,30,19,49,34,29,4,101.46,26.42,831,0.83,1.37,0.56,3.32,2.84,3.32,4.94,3.5,2.96,4.04,4.94,5.0,2.3,4.82,3.26,4.46,2.66,2.18,4.16
794735,33,24,23,47,46,31,9,27,23,21,22,16,38,29,10,39,30,31,32,15,25,6,9,1,24,42,50,50,39,47,15,42,113.85,28.66,896,1.38,0.71,0.59,3.98,3.44,3.38,4.82,4.76,3.86,2.54,3.62,3.38,3.26,3.32,2.96,4.28,3.74,2.6,4.34
961573,24,16,21,38,15,1,1,12,10,42,25,38,33,41,21,20,19,1,42,15,49,16,14,17,14,15,47,11,33,19,20,36,117.97,22.88,726,0.56,1.18,1.37,3.44,2.96,3.26,4.28,2.9,2.06,2.06,2.72,2.6,4.52,3.5,4.28,3.98,4.46,3.26,3.2
632851,40,1,25,19,9,28,1,9,6,32,27,2,50,41,42,9,9,46,6,9,13,6,30,42,23,21,45,5,31,34,14,7,102.59,22.63,682,0.97,1.22,1.06,4.4,2.06,3.5,3.14,2.54,3.68,2.06,2.54,2.36,3.92,3.62,2.12,5.0,4.46,4.52,2.54
16326,18,14,30,37,48,50,47,23,17,32,25,3,5,47,22,8,21,18,33,40,30,3,20,38,34,33,49,5,6,43,13,16,102.64,26.58,828,1.12,1.31,0.76,3.08,2.84,3.8,4.22,4.88,5.0,4.82,3.38,3.02,3.92,3.5,2.18,2.3,4.82,3.32,2.48
265917,12,38,26,13,26,22,40,19,29,13,36,26,30,31,21,35,48,49,7,42,46,41,30,39,49,17,11,39,38,33,38,42,132.45,32.74,986,1.15,1.07,1.18,2.72,4.28,3.56,2.78,3.56,3.32,4.4,3.14,3.74,2.78,4.16,3.56,3.8,3.86,3.26,4.1
960621,3,23,49,48,45,23,3,40,49,30,19,38,1,30,42,45,48,3,6,42,31,44,38,25,8,15,46,21,40,23,41,37,92.24,30.28,956,0.67,1.38,0.66,2.18,3.38,4.94,4.88,4.7,3.38,2.18,4.4,4.94,3.8,3.14,4.28,2.06,3.8,4.52,4.7
101138,28,38,16,35,38,17,39,42,17,36,23,23,49,5,24,33,4,8,9,11,32,38,23,0,39,48,26,30,18,34,30,20,153.63,26.61,833,0.84,1.2,1.01,3.68,4.28,2.96,4.1,4.28,3.02,4.34,4.52,3.02,4.16,3.38,3.38,4.94,2.3,3.44,3.98
101424,43,12,28,19,47,40,10,18,48,31,13,38,36,32,31,44,45,4,35,46,8,21,25,42,24,34,46,27,16,24,46,20,143.05,30.27,953,0.82,0.98,1.19,4.58,2.72,3.68,3.14,4.82,4.4,2.6,3.08,4.88,3.86,2.78,4.28,4.16,3.92,3.86,4.64
664242,10,49,28,22,21,46,32,15,10,25,24,3,14,22,35,23,3,1,22,47,5,32,8,36,43,21,39,1,8,37,28,31,90.96,24.88,741,0.74,1.4,0.65,2.6,4.94,3.68,3.32,3.26,4.76,3.92,2.9,2.6,3.5,3.44,2.18,2.84,3.32,4.1,3.38
164684,0,33,49,19,3,19,36,1,25,40,14,27,22,36,33,50,15,41,5,43,10,46,11,37,12,33,5,10,46,50,1,47,150.31,27.44,819,0.61,0.71,1.35,2.0,3.98,4.94,3.14,2.18,3.14,4.16,2.06,3.5,4.4,2.84,3.62,3.32,4.16,3.98,5.0
378208,42,40,12,43,36,17,21,2,30,37,12,49,28,12,0,46,32,37,30,44,41,33,25,50,45,39,22,20,39,16,47,26,106.41,32.3,973,0.88,0.69,0.78,4.52,4.4,2.72,4.58,4.16,3.02,3.26,2.12,3.8,4.22,2.72,4.94,3.68,2.72,2.0,4.76
134741,4,21,26,34,13,31,5,26,18,43,31,43,11,7,43,27,38,47,19,24,4,4,16,26,47,49,17,35,11,29,32,27,148.71,26.28,808,1.46,1.06,1.42,2.24,3.26,3.56,4.04,2.78,3.86,2.3,3.56,3.08,4.58,3.86,4.58,2.66,2.42,4.58,3.62
